qa_id,source_type,source_sample_id,ground_truth,prediction,raw_output,retrieved_doc_ids,retrieved_scores,prompt
P01-12,voicephishing,P01-12,yes,yes,yes,P02-04,47.624664,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 잠깐, [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 근무지가 [직장명]으로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 사용 통신사와 최근 카드 사용처까지 확인돼 본인 정보와 일치하는 것으로 보입니다.
피해자: 지금 바로 움직여야 하는 건가요?
사기범: 네, 통화는 유지한 채로 조용한 곳으로 이동하셔야 다음 절차를 안내드릴 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-13,voicephishing,P01-13,yes,yes,yes,P05-30,40.367660,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 민생대환지원팀입니다. 기존 [은행명] 대출을 저금리 상품으로 전환 가능해 연락드렸습니다.
피해자: 지금 말씀하시는 방식이 너무 이상합니다.
사기범: 고객님은 현재 [은행명] 고금리 이용 이력이 확인돼 우선승인 대상으로 분류됐습니다.
피해자: 바로 전환되는 건가요?
사기범: 심사 마감 전 기존 채무 일부를 [은행명] 가상 상환 계좌로 먼저 정리해야 최종 승인됩니다.
사기범: 주소 {region}, 직장 {work}, 생년월일 일치 확인까지 끝났습니다.
피해자: 선이체를 먼저 하는 게 맞나요?
사기범: 기존 채무 정리 확인금 성격이라 승인 후 바로 복원되거나 상계됩니다.
피해자: 정식 서류 없이 입금부터 하는 게 이상합니다.
사기범: 전산상 선입금 확인이 끝나야 약정서가 최종 발급됩니다.
피해자: 금액은 얼마나 먼저 보내야 하죠?
사기범: 기존 대출 잔액 일부만 상환 처리되면 승인 한도가 바로 열립니다.
피해자: 은행 창구에서 물어보면 안 되나요?
사기범: 창구 문의가 들어가면 일반상품으로 분류돼 우대 조건이 사라집니다.
피해자: 지금 바로 결정해야 하나요?
사기범: 오늘 안에만 전산 슬롯이 살아 있어서 미루면 다음 회차로 밀립니다.
피해자: 승인 문자를 먼저 받을 수는 없나요?
사기범: 확인만 되면 승인 단계로 넘기니 지금 결정하시는 게 가장 유리합니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-14,voicephishing,P01-14,yes,yes,yes,P09-17,36.777077,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 직접 법원 대표번호로 확인하셔도 되지만 오늘 안에 송달 확인은 끝나야 합니다.
피해자: 법원 문자를 이런 링크로 보내나요?
사기범: 반송 건은 [기관명] 전자안내 절차로 넘어가면서 모바일 조회가 병행될 수 있습니다.
피해자: 사건 종류가 뭔지도 안 적혀 있네요.
사기범: 개인정보 보호 때문에 상세 내용은 본인 인증 후에만 열람됩니다.
피해자: 오늘 꼭 해야 하나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.

질문:
이 사례는 보이스피싱 같아?"
P01-15,voicephishing,P01-15,yes,yes,yes,P02-04,35.556149,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 잠깐, [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 근무지가 [직장명]으로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 사용 통신사와 최근 카드 사용처까지 확인돼 본인 정보와 일치하는 것으로 보입니다.
피해자: 지금 바로 움직여야 하는 건가요?
사기범: 네, 통화는 유지한 채로 조용한 곳으로 이동하셔야 다음 절차를 안내드릴 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-16,voicephishing,P01-16,yes,yes,yes,P08-13,41.594660,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 신용카드 배송 기사 연결 전 확인 전화입니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 오늘 안에 막지 않으면 카드가 실사용 단계로 넘어갈 수 있습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-17,voicephishing,P01-17,yes,yes,yes,P08-22,46.491224,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 신용카드 배송 기사 연결 전 확인 전화입니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 오늘 안에 막지 않으면 카드가 실사용 단계로 넘어갈 수 있습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.

질문:
이 사례는 보이스피싱 같아?"
P01-18,voicephishing,P01-18,yes,yes,yes,P08-15,36.338342,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 어, [기관명] 가상카드 배송 기사 연결 전 확인 전화입니다.
피해자: 네, 말씀하세요.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그게, 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 오늘 안에 막지 않으면 카드가 실사용 단계로 넘어갈 수 있습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-19,voicephishing,P01-19,yes,yes,yes,P02-02,42.907853,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 제가 협조하면 되는 건가요?
사기범: 근무지가 [직장명]으로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 사용 통신사와 최근 카드 사용처까지 확인돼 본인 정보와 일치하는 것으로 보입니다.
피해자: 지금 바로 움직여야 하는 건가요?
사기범: 네, 통화는 유지한 채로 조용한 곳으로 이동하셔야 다음 절차를 안내드릴 수 있습니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-20,voicephishing,P01-20,yes,yes,yes,P02-25,30.600414,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 좀 이상한데 무슨 상황이죠?
사기범: 근무지가 [직장명]로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 사용 통신사와 최근 카드 사용처까지 확인돼 본인 정보와 일치하는 것으로 보입니다.
피해자: 가족한테도 말하면 안 되나요?
사기범: 특히 [이름] 씨나 직장 동료에게 알리면 참고인에서 피의자 전환 검토가 들어갑니다.
사기범: 이동 중에도 통화는 끊지 마시고 메시지, 메신저, 회사 메일 모두 중단하십시오.
피해자: 왜 꼭 숙소여야 하죠?
사기범: 공용 공간보다 단독 공간이어서 통신 확인과 진술 정리가 훨씬 안전합니다.
피해자: 택시를 타도 계속 통화해야 하나요?
사기범: 네, 이동 중 이탈이나 외부 접촉 여부를 같이 확인해야 합니다.
피해자: 새 휴대전화까지 준비하는 건 과한 것 같아요.
사기범: 기존 기기 감청 우려를 배제하려면 임시 기기 확보가 필요합니다.
피해자: 숙소 도착하면 뭘 하나요?
사기범: 통화는 유지한 채로 움직이셔야 다음 절차를 바로 안내할 수 있습니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.

질문:
이 사례는 보이스피싱 같아?"
P01-21,voicephishing,P01-21,yes,yes,yes,P05-30,50.352916,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 민생대환지원팀입니다. 기존 [은행명] 대출을 저금리 상품으로 전환 가능해 연락드렸습니다.
피해자: 지금 말씀하시는 방식이 너무 이상합니다.
사기범: 고객님은 현재 [은행명] 고금리 이용 이력이 확인돼 우선승인 대상으로 분류됐습니다.
피해자: 바로 전환되는 건가요?
사기범: 심사 마감 전 기존 채무 일부를 [은행명] 가상 상환 계좌로 먼저 정리해야 최종 승인됩니다.
사기범: 주소 {region}, 직장 {work}, 생년월일 일치 확인까지 끝났습니다.
피해자: 선이체를 먼저 하는 게 맞나요?
사기범: 기존 채무 정리 확인금 성격이라 승인 후 바로 복원되거나 상계됩니다.
피해자: 정식 서류 없이 입금부터 하는 게 이상합니다.
사기범: 전산상 선입금 확인이 끝나야 약정서가 최종 발급됩니다.
피해자: 금액은 얼마나 먼저 보내야 하죠?
사기범: 기존 대출 잔액 일부만 상환 처리되면 승인 한도가 바로 열립니다.
피해자: 은행 창구에서 물어보면 안 되나요?
사기범: 창구 문의가 들어가면 일반상품으로 분류돼 우대 조건이 사라집니다.
피해자: 지금 바로 결정해야 하나요?
사기범: 오늘 안에만 전산 슬롯이 살아 있어서 미루면 다음 회차로 밀립니다.
피해자: 승인 문자를 먼저 받을 수는 없나요?
사기범: 확인만 되면 승인 단계로 넘기니 지금 결정하시는 게 가장 유리합니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-22,voicephishing,P01-22,yes,yes,yes,P02-09,34.699940,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 이거 사기 아닌가요?
사기범: 근무지가 [직장명]로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 사용 통신사와 최근 카드 사용처까지 확인돼 본인 정보와 일치하는 것으로 보입니다.
피해자: 지금 바로 움직여야 하는 건가요?
사기범: 네, 통화는 유지한 채로 조용한 곳으로 이동하셔야 다음 절차를 안내드릴 수 있습니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.

질문:
이 사례는 보이스피싱 같아?"
P01-23,voicephishing,P01-23,yes,yes,yes,P02-26,46.288627,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 근무지가 [직장명]으로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 참고로 조회상 거주지 [주소], 근무지 [직장명], 보호자 연락처까지 확인돼 있습니다.
피해자: 가족한테도 말하면 안 되나요?
사기범: 특히 [이름] 씨나 직장 동료에게 알리면 참고인에서 피의자 전환 검토가 들어갑니다.
사기범: 어, 이동 중에도 통화는 끊지 마시고 메시지, 메신저, 회사 메일 모두 중단하십시오.
피해자: 왜 꼭 숙소여야 하죠?
사기범: 공용 공간보다 단독 공간이어서 통신 확인과 진술 정리가 훨씬 안전합니다.
피해자: 택시를 타도 계속 통화해야 하나요?
사기범: 네, 이동 중 이탈이나 외부 접촉 여부를 같이 확인해야 합니다.
피해자: 새 휴대전화까지 준비하는 건 과한 것 같아요.
사기범: 기존 기기 감청 우려를 배제하려면 임시 기기 확보가 필요합니다.
피해자: 숙소 도착하면 뭘 하나요?
사기범: 통화는 유지한 채로 움직이셔야 다음 절차를 바로 안내할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-24,voicephishing,P01-24,yes,yes,yes,P02-30,55.324460,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 지금 말씀하시는 방식이 너무 이상합니다.
사기범: 근무지가 [직장명]로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 사용 통신사와 최근 카드 사용처까지 확인돼 본인 정보와 일치하는 것으로 보입니다.
피해자: 가족한테도 말하면 안 되나요?
사기범: 특히 [이름] 씨나 직장 동료에게 알리면 참고인에서 피의자 전환 검토가 들어갑니다.
사기범: 이동 중에도 통화는 끊지 마시고 메시지, 메신저, 회사 메일 모두 중단하십시오.
피해자: 왜 꼭 숙소여야 하죠?
사기범: 공용 공간보다 단독 공간이어서 통신 확인과 진술 정리가 훨씬 안전합니다.
피해자: 택시를 타도 계속 통화해야 하나요?
사기범: 네, 이동 중 이탈이나 외부 접촉 여부를 같이 확인해야 합니다.
피해자: 새 휴대전화까지 준비하는 건 과한 것 같아요.
사기범: 기존 기기 감청 우려를 배제하려면 임시 기기 확보가 필요합니다.
피해자: 숙소 도착하면 뭘 하나요?
사기범: 통화는 유지한 채로 움직이셔야 다음 절차를 바로 안내할 수 있습니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-25,voicephishing,P01-25,yes,yes,yes,P02-25,57.378158,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 좀 이상한데 무슨 상황이죠?
사기범: 근무지가 [직장명]로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 사용 통신사와 최근 카드 사용처까지 확인돼 본인 정보와 일치하는 것으로 보입니다.
피해자: 가족한테도 말하면 안 되나요?
사기범: 특히 [이름] 씨나 직장 동료에게 알리면 참고인에서 피의자 전환 검토가 들어갑니다.
사기범: 이동 중에도 통화는 끊지 마시고 메시지, 메신저, 회사 메일 모두 중단하십시오.
피해자: 왜 꼭 숙소여야 하죠?
사기범: 공용 공간보다 단독 공간이어서 통신 확인과 진술 정리가 훨씬 안전합니다.
피해자: 택시를 타도 계속 통화해야 하나요?
사기범: 네, 이동 중 이탈이나 외부 접촉 여부를 같이 확인해야 합니다.
피해자: 새 휴대전화까지 준비하는 건 과한 것 같아요.
사기범: 기존 기기 감청 우려를 배제하려면 임시 기기 확보가 필요합니다.
피해자: 숙소 도착하면 뭘 하나요?
사기범: 통화는 유지한 채로 움직이셔야 다음 절차를 바로 안내할 수 있습니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.

질문:
이 사례는 보이스피싱 같아?"
P01-26,voicephishing,P01-26,yes,yes,yes,P02-23,48.047418,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 어, [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 어떻게 하면 되죠?
사기범: 근무지가 [직장명]로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 사용 통신사와 최근 카드 사용처까지 확인돼 본인 정보와 일치하는 것으로 보입니다.
피해자: 가족한테도 말하면 안 되나요?
사기범: 특히 [이름] 씨나 직장 동료에게 알리면 참고인에서 피의자 전환 검토가 들어갑니다.
사기범: 잠깐, 이동 중에도 통화는 끊지 마시고 메시지, 메신저, 회사 메일 모두 중단하십시오.
피해자: 왜 꼭 숙소여야 하죠?
사기범: 공용 공간보다 단독 공간이어서 통신 확인과 진술 정리가 훨씬 안전합니다.
피해자: 택시를 타도 계속 통화해야 하나요?
사기범: 네, 이동 중 이탈이나 외부 접촉 여부를 같이 확인해야 합니다.
피해자: 새 휴대전화까지 준비하는 건 과한 것 같아요.
사기범: 기존 기기 감청 우려를 배제하려면 임시 기기 확보가 필요합니다.
피해자: 숙소 도착하면 뭘 하나요?
사기범: 통화는 유지한 채로 움직이셔야 다음 절차를 바로 안내할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-27,voicephishing,P01-27,yes,yes,yes,P09-27,55.179140,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 제가 협조하면 되는 건가요?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
사기범: 금일 미확인 처리되면 공시송달로 넘어갈 수 있습니다.
피해자: 법원 문자를 이런 링크로 보내나요?
사기범: 반송 건은 [기관명] 전자안내 절차로 넘어가면서 모바일 조회가 병행될 수 있습니다.
피해자: 사건 종류가 뭔지도 안 적혀 있네요.
사기범: 개인정보 보호 때문에 상세 내용은 본인 인증 후에만 열람됩니다.
피해자: 오늘 꼭 해야 하나요?
사기범: 오늘 열람 여부만 남기면 이후 절차는 여유 있게 확인하실 수 있습니다.
피해자: 이름과 생년월일 외에 더 입력하나요?
사기범: 기본적으로 두 항목이면 되지만 경우에 따라 주소 확인이 추가될 수 있습니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 네, 우선 열람 기록만 남기면 이후 절차 확인은 가능합니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-28,voicephishing,P01-28,yes,yes,yes,P02-25,53.887205,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 좀 이상한데 무슨 상황이죠?
사기범: 근무지가 [직장명]로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 사용 통신사와 최근 카드 사용처까지 확인돼 본인 정보와 일치하는 것으로 보입니다.
피해자: 가족한테도 말하면 안 되나요?
사기범: 특히 [이름] 씨나 직장 동료에게 알리면 참고인에서 피의자 전환 검토가 들어갑니다.
사기범: 이동 중에도 통화는 끊지 마시고 메시지, 메신저, 회사 메일 모두 중단하십시오.
피해자: 왜 꼭 숙소여야 하죠?
사기범: 공용 공간보다 단독 공간이어서 통신 확인과 진술 정리가 훨씬 안전합니다.
피해자: 택시를 타도 계속 통화해야 하나요?
사기범: 네, 이동 중 이탈이나 외부 접촉 여부를 같이 확인해야 합니다.
피해자: 새 휴대전화까지 준비하는 건 과한 것 같아요.
사기범: 기존 기기 감청 우려를 배제하려면 임시 기기 확보가 필요합니다.
피해자: 숙소 도착하면 뭘 하나요?
사기범: 통화는 유지한 채로 움직이셔야 다음 절차를 바로 안내할 수 있습니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.

질문:
이 사례는 보이스피싱 같아?"
P01-29,voicephishing,P01-29,yes,yes,yes,P08-15,76.761273,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 어, [기관명] 가상카드 배송 기사 연결 전 확인 전화입니다.
피해자: 네, 말씀하세요.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그게, 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 오늘 안에 막지 않으면 카드가 실사용 단계로 넘어갈 수 있습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-30,voicephishing,P01-30,yes,yes,yes,P02-30,53.656790,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 지금 말씀하시는 방식이 너무 이상합니다.
사기범: 근무지가 [직장명]로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 사용 통신사와 최근 카드 사용처까지 확인돼 본인 정보와 일치하는 것으로 보입니다.
피해자: 가족한테도 말하면 안 되나요?
사기범: 특히 [이름] 씨나 직장 동료에게 알리면 참고인에서 피의자 전환 검토가 들어갑니다.
사기범: 이동 중에도 통화는 끊지 마시고 메시지, 메신저, 회사 메일 모두 중단하십시오.
피해자: 왜 꼭 숙소여야 하죠?
사기범: 공용 공간보다 단독 공간이어서 통신 확인과 진술 정리가 훨씬 안전합니다.
피해자: 택시를 타도 계속 통화해야 하나요?
사기범: 네, 이동 중 이탈이나 외부 접촉 여부를 같이 확인해야 합니다.
피해자: 새 휴대전화까지 준비하는 건 과한 것 같아요.
사기범: 기존 기기 감청 우려를 배제하려면 임시 기기 확보가 필요합니다.
피해자: 숙소 도착하면 뭘 하나요?
사기범: 통화는 유지한 채로 움직이셔야 다음 절차를 바로 안내할 수 있습니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-31,voicephishing,P01-31,yes,yes,yes,P08-13,31.825322,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 신용카드 배송 기사 연결 전 확인 전화입니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 오늘 안에 막지 않으면 카드가 실사용 단계로 넘어갈 수 있습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
